SEC_TERM,COURSE_SECTIONS_ID,SEC_STATUS,SEC_COMMENTS,SEC_PRINTED_COMMENTS,SEC_START_DATE,SEC_END_DATE,SEC_SUBJECT,SEC_COURSE_NO,SEC_NO,SEC_SHORT_TITLE,SEC_MIN_CRED,CSM_START_TIME,CSM_END_TIME,CSM_MONDAY,CSM_TUESDAY,CSM_WEDNESDAY,CSM_THURSDAY,CSM_FRIDAY,CSM_SATURDAY,CSM_SUNDAY,CSM_BLDG,CSM_ROOM,CSM_INSTR_METHOD,SEC_FACULTY_INFO,STUDENTS_AND_RESERVED_SEATS,SEC_CAPACITY,SEC_SCHED_CAPACITY,WAITLIST,XL_CAPACITY,XL_WAITLIST_MAX,CHARGE_AMT_1,CHARGE_AMT_2,CHARGE_AMT_3,AR_CODE_2,AR_CODE_3,sect_AW,sect_FAR,sect_HIS,sect_LIT,sect_CEA,sect_CL,sect_CD,sect_ER,sect_PHL,sect_THE,sect_FYC,sect_GD,sect_ILC,sect_IW,sect_ND,sect_NS,sect_OC,sect_PR,sect_QA,sect_SL,sect_SS,sect_WI,sect_PS,PREREQ,SEC_FACULTY_CONSENT_FLAG,SEC_PETITION_REQD_FLAG,SEC_HIDE_IN_CATALOG,CSM_START_DATE,CSM_END_DATE,NEEDS_BUILD,SEC_OVERRIDE_CRS_REQS_FLAG,SEC_OVR_PREREG_START_DATE,SEC_OVR_ADD_START_DATE,SEC_OVR_DROP_GR_REQD_DATE,SEC_OVR_DROP_END_DATE,SEC_ACAD_LEVEL,SEC_NO_WEEKS,SEC_XLIST,SEC_GRADE_SCHEME,SEC_CRED_TYPE,SEC_REG_RETAKE_POLICY,SEC_BILLING_CRED,SEC_BILLING_METHOD,SEC_BILLING_PERIOD_TYPE,SEC_MIN_ENROLL,SEC_ONLY_PASS_NOPASS_FLAG,SEC_ALLOW_PASS_NOPASS_FLAG,SEC_ALLOW_AUDIT_FLAG,SEC_ALLOW_WAITLIST_FLAG,SEC_WAITLIST_MAX,SEC_WAITLIST_NO_DAYS,SEC_CLOSE_WAITLIST_FLAG,CSM_ROOM_SCHED_TERM,SEC_SYNONYM,SEC_COURSE,SEC_NAME,SEC_MEETING_INFO,SEC_FIRST_MEETING_DATE,SEC_LAST_MEETING_DATE,Unnamed: 95,Unnamed: 96,TEST_INDEX
2024SP,20279,A,"William Shakespeare (in As You Like It) is credited to haveýwritten, ""all the world's a stage."" More recently, sociologistýErving Goffman (in The Presentation of Self in Everyday Life)ýoffered a sort of disagreement (you know, the sort that's not) inýsaying, ""All the world is not, of course, a stage, but theýcrucial ways in which it isn't are not easy to specify."" In thisýcourse we will take up the perspective coined by Shakespeare andýimplicated by Goffman -- that the world is a stage and we are itsýplayers -- by examining communication as it occurs on the ""stage""ýof everyday life. We will observe and write about communicationýin situ (which means in the context of its production) and lookýinto the impact of communication action (e.g. teasing, givingýcompliments, doing 'small talk') on human activities such asýcommunication ritual and identities. This course is designed toýhelp you become a more effective writer, but it also promises toýmake you a more astute observer of human action.","William Shakespeare (in As You Like It) is credited to haveýwritten, ""all the world's a stage."" More recently, sociologistýErving Goffman (in The Presentation of Self in Everyday Life)ýoffered a sort of disagreement (you know, the sort that's not) inýsaying, ""All the world is not, of course, a stage, but theýcrucial ways in which it isn't are not easy to specify."" In thisýcourse we will take up the perspective coined by Shakespeare andýimplicated by Goffman -- that the world is a stage and we are itsýplayers -- by examining communication as it occurs on the ""stage""ýof everyday life. We will observe and write about communicationýin situ (which means in the context of its production) and lookýinto the impact of communication action (e.g. teasing, givingýcompliments, doing 'small talk') on human activities such asýcommunication ritual and identities. This course is designed toýhelp you become a more effective writer, but it also promises toýmake you a more astute observer of human action.",Jan 17 2024,May  9 2024,CORE,110,A,Writing About Communication,3.0,10:00:00,10:50:00,Y,-,Y,-,Y,Unknown,Unknown,STCH,17,SEM,A. Hansen,18.0,20.0,20.0,Unknown,Unknown,Unknown,15.0,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,FYC,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19445,2451,CORE-110-A,"01/17/2024-05/08/2024 Seminar Monday, Wednesday, Friday 10:00AM - 10:50AM, St. Charles Hall, Room 017",Jan 17 2024,May  8 2024,Unknown,Unknown,213
2024SP,20280,C,"This course explores the intersection between a sustainable worldýand creation of enterprise value. Benjamin Franklin suggestedýthat it was possible for individuals and companies to do welýlwhile also doing good. The current view of this concept goesýwell beyond philanthropy. Our class will begin with theýcautionary tale presented in Dr. Seuss' book, The Lorax. As ourýclass reflects on the possibility of doing well while doing good,ýwe will critically evaluate a series of readings, includingýwritings of Pope Francis. The course takes a multidisciplinaryýapproach to examine the evolution of the language of business,ýthe ethical implications of sustainability reporting, and theýcurrent response to increased financial market emphasis on socialýand environmental justice in the pursuit of economic growth.ý""Pretty much all the stuff you need to know is in Dr. Seuss.""ýPresident Barack Obama.","This course explores the intersection between a sustainable worldýand creation of enterprise value. Benjamin Franklin suggestedýthat it was possible for individuals and companies to do welýlwhile also doing good. The current view of this concept goesýwell beyond philanthropy. Our class will begin with theýcautionary tale presented in Dr. Seuss' book, The Lorax. As ourýclass reflects on the possibility of doing well while doing good,ýwe will critically evaluate a series of readings, includingýwritings of Pope Francis. The course takes a multidisciplinaryýapproach to examine the evolution of the language of business,ýthe ethical implications of sustainability reporting, and theýcurrent response to increased financial market emphasis on socialýand environmental justice in the pursuit of economic growth.ý""Pretty much all the stuff you need to know is in Dr. Seuss.""ýPresident Barack Obama.",Jan 17 2024,May  9 2024,CORE,110,B,Doing Well While Doing Good,3.0,09:30:00,10:45:00,-,Y,-,Y,-,Unknown,Unknown,Unknown,Unknown,HYBRD,B. Marie,0.0,20.0,20.0,Unknown,Unknown,Unknown,15.0,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,FYC,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Needs Build,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19446,2451,CORE-110-B,"01/17/2024-05/09/2024 Hybrid (Remote & In-Person) Tuesday, Thursday 09:30AM - 10:45AM, Room to be Announced",Jan 17 2024,May  9 2024,Unknown,Unknown,214
2024SP,20281,A,"Fly Fishing: Meditation and Practice.ýFly-fishing is a unique combination of art, science, andýmindfulness. It is the pinnacle of fishingýmethods and practice and, as such, it's history and its eleganceýhas inspired poems and prose. To those outside of the fly-fishingýworld, it may seem difficult, obsessive and unnecessary. In thisýcourse we explore the technical and spiritual aspects of thisýelegant activity with the goal to bring individuals to understandýthe field. Entomology, ichthyology, fly-tying and casting are theýtechnical aspect. We explore too the spiritual aspects of thoughtýand meditation as it applies to any practice. This is anýintroductory course to liberal arts education. Students willýlearn how to read, write, think, and converse in a collegiateýacademic community while they practice the art and science ofýfishing with the fly.","Fly Fishing: Meditation and Practice.ýFly-fishing is a unique combination of art, science, andýmindfulness. It is the pinnacle of fishingýmethods and practice and, as such, it's history and its eleganceýhas inspired poems and prose. To those outside of the fly-fishingýworld, it may seem difficult, obsessive and unnecessary. In thisýcourse we explore the technical and spiritual aspects of thisýelegant activity with the goal to bring individuals to understandýthe field. Entomology, ichthyology, fly-tying and casting are theýtechnical aspect. We explore too the spiritual aspects of thoughtýand meditation as it applies to any practice. This is anýintroductory course to liberal arts education. Students willýlearn how to read, write, think, and converse in a collegiateýacademic community while they practice the art and science ofýfishing with the fly.",Jan 17 2024,May  9 2024,CORE,110,C,Fly Fishing: Meditation & Prac,3.0,14:15:00,15:30:00,-,Y,-,Y,-,Unknown,Unknown,CHPL,201,SEM,A. Dimian,26.0,24.0,24.0,Unknown,Unknown,Unknown,15.0,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,FYC,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19447,2451,CORE-110-C,"01/18/2024-05/09/2024 Seminar Tuesday, Thursday 02:15PM - 03:30PM, All Saints Chapel, Room 201",Jan 18 2024,May  9 2024,Unknown,Unknown,215
2024SP,20289,A,"We live in a media environment unlike anything that has comeýbefore in American history.  The 24-hour news cycle and constantýbarrage of information can leave us bewildered, wondering whatýsources to trust and what facts to believe.  With cable newsýchannels, online newspapers, partisan blogs, twitter andýfacebook, is there actually a way to make sense of what'sýhappening out there-to arrive at a well-reasoned and informedýunderstanding of the important issues that face us?  This courseýwill illuminate current social, political, and economic issues byýplacing them in their historical context, and will provideýstudents with the investigative and analytical tools necessary toýdistinguish fact from mere assertion, evidence from opinion. ýIssues will include health care, immigration, climate change,ýracial and economic inequality, and others that will no doubtýarise over the course of the semester.  Through investigating andýdiscussing all of these topics, we will come to see that the bestýway to understand our present is first to understand our past.","We live in a media environment unlike anything that has comeýbefore in American history.  The 24-hour news cycle and constantýbarrage of information can leave us bewildered, wondering whatýsources to trust and what facts to believe.  With cable newsýchannels, online newspapers, partisan blogs, twitter andýfacebook, is there actually a way to make sense of what'sýhappening out there-to arrive at a well-reasoned and informedýunderstanding of the important issues that face us?  This courseýwill illuminate current social, political, and economic issues byýplacing them in their historical context, and will provideýstudents with the investigative and analytical tools necessary toýdistinguish fact from mere assertion, evidence from opinion. ýIssues will include health care, immigration, climate change,ýracial and economic inequality, and others that will no doubtýarise over the course of the semester.  Through investigating andýdiscussing all of these topics, we will come to see that the bestýway to understand our present is first to understand our past.",Jan 17 2024,May  9 2024,CORE,110,D,Strange Times,3.0,11:00:00,11:50:00,Y,-,Y,-,Y,Unknown,Unknown,STCH,17,SEM,D. Cash,23.0,20.0,20.0,Unknown,Unknown,Unknown,15.0,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,FYC,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,Unknown,19455,2451,CORE-110-D,"01/17/2024-05/08/2024 Seminar Monday, Wednesday, Friday 11:00AM - 11:50AM, St. Charles Hall, Room 017",Jan 17 2024,May  8 2024,Unknown,Unknown,216
2024SP,20290,A,Unknown,"The title of this course might sound cheaply provocative andýnaughty, but it deals with important features of how we talk andýhow we write.  In this course we examine the motivations and theýforms of our truth-telling, our lies, and our-well-you know. ýSince Core 110 is writing-intensive, we will pay particularýattention to how college-level writers argue and how we canýbecome better at it.  We will do so by studying the writings ofýHarry Frankfurt, George Orwell, Plato, and William Shakespeare. ýWe will also examine the emerging role of artificial intelligenceýin communication and how it complicates our central inquiry. Inýall our investigations, we aim to become more critical readersýand more precise in our thinking and writing.",Jan 17 2024,May  9 2024,CORE,110,E,Bullsh*t,3.0,09:30:00,10:45:00,-,Y,-,Y,-,Unknown,Unknown,STCH,44,SEM,J. Morris,20.0,20.0,20.0,Unknown,Unknown,Unknown,15.0,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,FYC,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,Unknown,19456,2451,CORE-110-E,"01/18/2024-05/09/2024 Seminar Tuesday, Thursday 09:30AM - 10:45AM, St. Charles Hall, Room 044",Jan 18 2024,May  9 2024,Unknown,Unknown,217
2024SP,20845,F,Unknown,Unknown,Jan 17 2024,May  9 2024,CORE,110,F,Trashed: Pub Health & Env,3.0,15:45:00,17:00:00,-,Y,-,Y,-,Unknown,Unknown,SIMP,108,SEM,K. Parsley,0.0,18.0,20.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,FYC,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,Unknown,19984,2451,CORE-110-F,"01/18/2024-05/09/2024 Seminar Tuesday, Thursday 03:45PM - 05:00PM, Simperman Hall, Room 108",Jan 18 2024,May  9 2024,Unknown,Unknown,218
2024SP,20846,A,Unknown,Unknown,Jan 17 2024,May  9 2024,CORE,110,G,Animals in American History,3.0,14:00:00,14:50:00,Y,-,Y,-,Y,Unknown,Unknown,PCCC,101,SEM,M. Demello,15.0,18.0,20.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,FYC,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,Unknown,19985,2451,CORE-110-G,"01/17/2024-05/08/2024 Seminar Monday, Wednesday, Friday 02:00PM - 02:50PM, Perkins Call Canine Center, Room 101",Jan 17 2024,May  8 2024,Unknown,Unknown,219
2024SP,20701,A,Unknown,"With increasing concerns about pandemics and emerging zoonoticýdisease, One Health is a multidisciplinary approach focused onýthe intersection of human, animal and environmental health. Thisýcutting edge discipline combines our current understanding of theýscience of medicine, veterinary care, and the biology ofýinfectious disease to better predict when and where outbreaks areýmost likely to occur and to derive solutions to mitigate theirýeffects. We will explore the literature in this crossoverýdiscipline and lessons learned from past and recent epidemics andýpandemics. Students will learn how to read, write and converse inýan academic manner that best exemplifies a liberal artsýeducation.",Jan 17 2024,May  9 2024,CORE,110,I_FYC,One Health,3.0,14:00:00,14:50:00,Y,-,Y,-,Y,Unknown,Unknown,STCH,45,SEM,D. Hokit,9.0,18.0,20.0,Unknown,Unknown,Unknown,15.0,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,FYC,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,Unknown,19858,2451,CORE-110-I_FYC,"01/17/2024-05/08/2024 Seminar Monday, Wednesday, Friday 02:00PM - 02:50PM, St. Charles Hall, Room 045",Jan 17 2024,May  8 2024,Unknown,Unknown,220
2024SP,20342,A,Unknown,Unknown,Jan 17 2024,May  9 2024,CS,112,A,Object-Oriented Program Design,3.0,12:00:00,12:50:00,Y,-,Y,-,Y,Unknown,Unknown,SIMP,146,LEC,T. Wendt,12.0,24.0,24.0,Unknown,Unknown,Unknown,40.0,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19508,2617,CS-112-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 12:00PM - 12:50PM, Simperman Hall, Room 146",Jan 17 2024,May  8 2024,Unknown,Unknown,233
2024SP,20343,A,Unknown,Unknown,Jan 17 2024,May  9 2024,CS,202,A,Web Design and Development,3.0,09:30:00,10:45:00,-,Y,-,Y,-,Unknown,Unknown,SIMP,106,LEC,E. Severtson,18.0,19.0,24.0,Unknown,Unknown,Unknown,65.0,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19509,633,CS-202-A,"01/17/2024-05/09/2024 Lecture Tuesday, Thursday 09:30AM - 10:45AM, Simperman Hall, Room 106",Jan 18 2024,May  9 2024,Unknown,Unknown,234
2024SP,20344,A,Unknown,Unknown,Jan 17 2024,May  9 2024,CS,213,A,Management Information Systems,3.0,14:00:00,14:50:00,Y,-,Y,-,Y,Unknown,Unknown,SIMP,146,LEC,S. Scott,14.0,25.0,25.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19510,636,CS-213-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 02:00PM - 02:50PM, Simperman Hall, Room 146",Jan 17 2024,May  8 2024,Unknown,Unknown,235
2024SP,20345,A,Unknown,Unknown,Jan 17 2024,May  9 2024,CS,230,A,Software Engineering (WI),4.0,10:00:00,10:50:00,Y,-,Y,-,Y,Unknown,Unknown,SIMP,120,LEC,N. Williams,5.0,15.0,15.0,Unknown,Unknown,Unknown,40.0,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,IW,-,-,-,-,-,-,-,WI,-,Y,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,4.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19511,640,CS-230-A,"01/17/2024-05/09/2024 Lecture Monday, Wednesday, Friday 10:00AM - 10:50AM, Simperman Hall, Room 120 (more)...",Jan 17 2024,May  8 2024,Unknown,Unknown,236
2024SP,20346,A,Unknown,Unknown,Jan 17 2024,May  9 2024,CS,241,A,Networking Fundamentals,3.0,09:00:00,09:50:00,Y,-,Y,-,Y,Unknown,Unknown,SIMP,120,LEC,S. Scott,7.0,20.0,20.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19512,2479,CS-241-A,"01/17/2024-05/09/2024 Lecture Monday, Wednesday, Friday 09:00AM - 09:50AM, Simperman Hall, Room 120",Jan 17 2024,May  8 2024,Unknown,Unknown,238
2024SP,20347,A,Unknown,Unknown,Jan 17 2024,May  9 2024,CS,322,A,Security Policy &ADS Security,4.0,12:00:00,13:50:00,Y,-,Y,-,Y,Unknown,Unknown,SIMP,120,LEC,S. Scott,9.0,16.0,16.0,Unknown,Unknown,Unknown,50.0,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,4.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19513,2456,CS-322-A,"01/17/2024-05/09/2024 Lecture Monday, Wednesday, Friday 12:00PM - 01:50PM, Simperman Hall, Room 120",Jan 17 2024,May  8 2024,Unknown,Unknown,239
2024SP,20348,C,Unknown,"This elective class is intended to give the student anýintroduction to real-world developmentýusing a modern web-application framework as used by commercialýdevelopment staff. Theýstudent will use Java (or, optionally Kotlin) to create anýapplication to perform a task of theirýchoice, all the while learning about web frameworks, HTML,ýdependency-injection, and unitýtesting. The course will cover a wide variety of topics includingýsoftware development,ýconfiguration, deployment, and monitoring. Specific technologiesýand frameworks to be coveredýinclude, Java 8, HTML5, Spring/Spring Boot, Docker, Hibernate,ýSLF4J, JUnit, MySQL(SQL),ýRedis (NoSQL), and web-services (RestFUL). Time permitting, theýstudents will upload theirýcompleted projects to an AWS instance in the Amazon cloud andýverify that it can be accessedýfrom anywhere in the world.",Jan 17 2024,May  9 2024,CS,389,A,Advanced Software Development,4.0,14:00:00,15:50:00,Y,-,Y,-,Y,Unknown,Unknown,Unknown,Unknown,LEC,N. Williams,0.0,16.0,16.0,Unknown,Unknown,Unknown,40.0,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Needs Build,Y,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,UL,4.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19514,967,CS-389-A,"01/17/2024-05/09/2024 Lecture Monday, Wednesday, Friday 02:00PM - 03:50PM, Room to be Announced",Jan 17 2024,May  9 2024,Unknown,Unknown,240
2024SP,20741,A,Unknown,Unknown,Jan 17 2024,May  9 2024,CS,410,A,Operating Systems,4.0,14:00:00,15:50:00,Y,-,Y,-,Y,Unknown,Unknown,SIMP,120,LEC,N. Williams,4.0,16.0,Unknown,Unknown,Unknown,Unknown,50.0,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,4.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,Unknown,19891,659,CS-410-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 02:00PM - 03:50PM, Simperman Hall, Room 120",Jan 17 2024,May  8 2024,Unknown,Unknown,241
2024SP,20349,A,Unknown,Unknown,Jan 17 2024,May  9 2024,CS,421,A,Cyber Security,4.0,18:00:00,21:00:00,-,-,Y,-,-,Unknown,Unknown,SIMP,120,LEC,"D. Burke, T. Wendt",4.0,16.0,16.0,Unknown,Unknown,Unknown,50.0,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,4.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19515,664,CS-421-A,"01/17/2024-05/08/2024 Lecture Wednesday 06:00PM - 09:00PM, Simperman Hall, Room 120",Jan 17 2024,May  8 2024,Unknown,Unknown,242
2024SP,20351,A,Unknown,Unknown,Jan 17 2024,May  9 2024,CS,430,A,Senior Project: Your Project,4.0,14:15:00,16:15:00,-,Y,-,Y,-,Unknown,Unknown,SIMP,120,LEC,N. Williams,5.0,15.0,15.0,Unknown,Unknown,Unknown,40.0,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,4.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19517,669,CS-430-A,"01/17/2024-05/09/2024 Lecture Tuesday, Thursday 02:15PM - 04:15PM, Simperman Hall, Room 120",Jan 18 2024,May  9 2024,Unknown,Unknown,244
2024SP,20742,A,Unknown,Unknown,Jan 17 2024,May  9 2024,CS,495,A,Computer Science Seminar,3.0,09:30:00,10:45:00,-,Y,-,Y,-,Unknown,Unknown,SIMP,120,LEC,"T. Wendt, N. Williams",9.0,15.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,Unknown,19892,672,CS-495-A,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 09:30AM - 10:45AM, Simperman Hall, Room 120",Jan 18 2024,May  9 2024,Unknown,Unknown,246
2024SP,20396,A,Unknown,Unknown,Jan 17 2024,May  9 2024,DS,401,A,Machine & Statistical Learning,3.0,11:00:00,11:50:00,Y,-,Y,-,Y,Unknown,Unknown,OCON,119,LEC,J. Fasteen,9.0,20.0,20.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,Unknown,19562,2372,DS-401-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 11:00AM - 11:50AM, O'Connell Hall, Room 119",Jan 17 2024,May  8 2024,Unknown,Unknown,248
2024SP,20323,A,Unknown,Unknown,Jan 17 2024,May  9 2024,EC,202,A,Principles of Economics II,3.0,14:15:00,15:30:00,-,Y,-,Y,-,Unknown,Unknown,OCON,101,LEC,A. Thomas,39.0,35.0,35.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19489,37,EC-202-A,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 02:15PM - 03:30PM, O'Connell Hall, Room 101",Jan 18 2024,May  9 2024,Unknown,Unknown,252
2024SP,20324,A,Unknown,Unknown,Jan 17 2024,May  9 2024,EC,202,B,Principles of Economics II,3.0,18:45:00,20:00:00,-,Y,-,Y,-,Unknown,Unknown,OCON,101,LEC,A. Thomas,20.0,35.0,35.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19490,37,EC-202-B,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 06:45PM - 08:00PM, O'Connell Hall, Room 101",Jan 18 2024,May  9 2024,Unknown,Unknown,253
