SEC_TERM,COURSE_SECTIONS_ID,SEC_STATUS,SEC_COMMENTS,SEC_PRINTED_COMMENTS,SEC_START_DATE,SEC_END_DATE,SEC_SUBJECT,SEC_COURSE_NO,SEC_NO,SEC_SHORT_TITLE,SEC_MIN_CRED,CSM_START_TIME,CSM_END_TIME,CSM_MONDAY,CSM_TUESDAY,CSM_WEDNESDAY,CSM_THURSDAY,CSM_FRIDAY,CSM_SATURDAY,CSM_SUNDAY,CSM_BLDG,CSM_ROOM,CSM_INSTR_METHOD,SEC_FACULTY_INFO,STUDENTS_AND_RESERVED_SEATS,SEC_CAPACITY,SEC_SCHED_CAPACITY,WAITLIST,XL_CAPACITY,XL_WAITLIST_MAX,CHARGE_AMT_1,CHARGE_AMT_2,CHARGE_AMT_3,AR_CODE_2,AR_CODE_3,sect_AW,sect_FAR,sect_HIS,sect_LIT,sect_CEA,sect_CL,sect_CD,sect_ER,sect_PHL,sect_THE,sect_FYC,sect_GD,sect_ILC,sect_IW,sect_ND,sect_NS,sect_OC,sect_PR,sect_QA,sect_SL,sect_SS,sect_WI,sect_PS,PREREQ,SEC_FACULTY_CONSENT_FLAG,SEC_PETITION_REQD_FLAG,SEC_HIDE_IN_CATALOG,CSM_START_DATE,CSM_END_DATE,NEEDS_BUILD,SEC_OVERRIDE_CRS_REQS_FLAG,SEC_OVR_PREREG_START_DATE,SEC_OVR_ADD_START_DATE,SEC_OVR_DROP_GR_REQD_DATE,SEC_OVR_DROP_END_DATE,SEC_ACAD_LEVEL,SEC_NO_WEEKS,SEC_XLIST,SEC_GRADE_SCHEME,SEC_CRED_TYPE,SEC_REG_RETAKE_POLICY,SEC_BILLING_CRED,SEC_BILLING_METHOD,SEC_BILLING_PERIOD_TYPE,SEC_MIN_ENROLL,SEC_ONLY_PASS_NOPASS_FLAG,SEC_ALLOW_PASS_NOPASS_FLAG,SEC_ALLOW_AUDIT_FLAG,SEC_ALLOW_WAITLIST_FLAG,SEC_WAITLIST_MAX,SEC_WAITLIST_NO_DAYS,SEC_CLOSE_WAITLIST_FLAG,CSM_ROOM_SCHED_TERM,SEC_SYNONYM,SEC_COURSE,SEC_NAME,SEC_MEETING_INFO,SEC_FIRST_MEETING_DATE,SEC_LAST_MEETING_DATE,,,TEST_INDEX
2024SP,20595,A,,,Jan 17 2024,May  9 2024,CATH,301,A,Church and Culture,3,6:30PM,9:00PM,Y,-,-,-,-,,,CHPL,201,LEC,H. Hemphill,16,20,20,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19758,2677,CATH-301-A,"01/22/2024-05/06/2024 Lecture Monday 06:30PM - 09:00PM, All Saints Chapel, Room 201",Jan 22 2024,May  6 2024,,,146
2024SP,20882,A,,,Jan 17 2024,May  9 2024,CATH,306,A,Biographies of Evelyn Waugh,3,2:00PM,4:30PM,-,-,-,-,Y,,,,,LEC,"C. Lebsock, W. Smillie",15,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Y,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,UL,3,T,T,4,N,Y,Y,Y,10,3,Y,,20017,2441,CATH-306-A,"01/19/2024-05/03/2024 Lecture Friday 02:00PM - 04:30PM, Room to be Announced",Jan 19 2024,May  3 2024,,,147
2024SP,20596,A,,"This course will study visual art in the Catholic Tradition,ýexamining the thought and art of two periods in which controversyýabout the fittingness of images in the life and worship of theýChurch led to moments of artistic flourishing. In the East theýIconoclast Controversy of the 8th-9th centuries catalyzed aýrenewal of Byzantine iconography and the veneration of images ofýChrist. In the West a new era of iconoclasm arose during theýReformation. Counter-Reformation artistic representations ofýChrist again emerged as part of a renewal of worship andýcatechesis. The course will study closely several icons andýpaintings from these periods, as well as the biblical andýconciliar texts at play in the controversies, all within theirýhistorical contexts.",Jan 17 2024,May  9 2024,CATH,308,A,Catholic Tradition: Sacred Art,3,11:00AM,12:15PM,-,Y,-,Y,-,,,STCH,45,LEC,H. Hemphill,12,20,20,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,UL,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19759,2443,CATH-308-A,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 11:00AM - 12:15PM, St. Charles Hall, Room 045",Jan 18 2024,May  9 2024,,,148
2024SP,20887,A,,,Jan 17 2024,May  9 2024,CATH,485,A,Independent Study,,,,,,,,,,,,,,H. Hemphill,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,,,Needs Build,N,,,,,UG,15,,+,INST,R2,,T,T,4,N,Y,N,N,,,Y,,20021,2570,CATH-485-A,01/17/2024-05/09/2024,Jan 17 2024,May  9 2024,,,149
2024SP,20597,A,,,Jan 17 2024,May  9 2024,CATH,497,A,Senior Paper,1,,,-,-,-,-,-,,,,,LEC,W. Smillie,5,20,20,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,1,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19760,2445,CATH-497-A,"01/17/2024-05/09/2024 Lecture Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,150
2024SP,20598,A,,,Jan 17 2024,May  9 2024,CATH,COCURR,A,Co-Curricular Activities,0,,,-,-,-,-,-,,,,,LEC,W. Smillie,2,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,,,+,INST,R2,0,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19761,2448,CATH-COCURR-A,"01/17/2024-05/09/2024 Lecture Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,151
2024SP,20435,A,,,Jan 17 2024,May  9 2024,CH,102,A,General Chemistry II,3,2:15PM,3:30PM,Y,-,Y,-,-,,,SIMP,101,LEC,K. Strode,32,31,31,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19601,100,CH-102-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday 02:15PM - 03:30PM, Simperman Hall, Room 101",Jan 17 2024,May  8 2024,,,152
2024SP,20436,A,,,Jan 17 2024,May  9 2024,CH,102,B,General Chemistry II,3,9:00AM,9:50AM,Y,-,Y,-,Y,,,OCON,107,LEC,D. Hitt,30,31,31,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19602,100,CH-102-B,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 09:00AM - 09:50AM, O'Connell Hall, Room 107",Jan 17 2024,May  8 2024,,,153
2024SP,20437,F,,,Jan 17 2024,May  9 2024,CH,102,C,General Chemistry II,3,8:00AM,8:50AM,Y,-,Y,-,Y,,,OCON,106,LEC,J. Rowley,0,21,30,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19603,100,CH-102-C,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 08:00AM - 08:50AM, O'Connell Hall, Room 106",Jan 17 2024,May  8 2024,,,154
2024SP,20438,A,,,Jan 17 2024,May  9 2024,CH,102,D,General Chemistry II,3,8:00AM,8:50AM,Y,-,Y,-,Y,,,SIMP,101,LEC,R. Coates,32,31,31,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19604,100,CH-102-D,"01/17/2024-05/09/2024 Lecture Monday, Wednesday, Friday 08:00AM - 08:50AM, Simperman Hall, Room 101",Jan 17 2024,May  9 2024,,,155
2024SP,20439,A,,,Jan 17 2024,May  9 2024,CH,102L,A,General Chemistry II Lab,1,2:15PM,5:00PM,Y,-,-,-,-,,,FSCT,111,LAB,J. Rowley,24,31,40,,,,70,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,1,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19605,2311,CH-102L-A,"01/22/2024-05/06/2024 Lab Monday 02:15PM - 05:00PM, Fortin Science Center, Room 111",Jan 22 2024,May  6 2024,,,156
2024SP,20440,A,,,Jan 17 2024,May  9 2024,CH,102L,B,General Chemistry II Lab,1,3:45PM,6:30PM,-,-,Y,-,-,,,FSCT,111,LAB,D. Hitt,32,31,40,,,,70,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,1,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19606,2311,CH-102L-B,"01/17/2024-05/08/2024 Lab Wednesday 03:45PM - 06:30PM, Fortin Science Center, Room 111",Jan 17 2024,May  8 2024,,,157
2024SP,20441,A,,,Jan 17 2024,May  9 2024,CH,102L,C,General Chemistry II Lab,1,2:15PM,5:00PM,-,Y,-,-,-,,,FSCT,111,LAB,R. Coates,35,31,40,,,,70,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,1,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19607,2311,CH-102L-C,"01/23/2024-05/07/2024 Lab Tuesday 02:15PM - 05:00PM, Fortin Science Center, Room 111",Jan 23 2024,May  7 2024,,,158
2024SP,20442,F,,,Jan 17 2024,May  9 2024,CH,102L,D,General Chemistry II Lab,1,6:30PM,9:15PM,Y,-,-,-,-,,,FSCT,111,LAB,To be Announced,0,28,40,,,,70,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,1,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19608,2311,CH-102L-D,"01/22/2024-05/06/2024 Lab Monday 06:30PM - 09:15PM, Fortin Science Center, Room 111",Jan 22 2024,May  6 2024,,,159
2024SP,20443,A,,,Jan 17 2024,May  9 2024,CH,112,A,Ess of Chem II:Organic/Biochm,3,11:00AM,11:50AM,Y,-,Y,-,Y,,,SIMP,331,LEC,C. Carpenter,26,25,35,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19609,136,CH-112-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 11:00AM - 11:50AM, Simperman Hall, Room 331",Jan 17 2024,May  8 2024,,,160
2024SP,20444,A,,,Jan 17 2024,May  9 2024,CH,112,B,Ess of Chem II:Organic/Biochm,3,12:00PM,12:50PM,Y,-,Y,-,Y,,,SIMP,314,LEC,C. Carpenter,14,25,35,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19610,136,CH-112-B,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 12:00PM - 12:50PM, Simperman Hall, Room 314",Jan 17 2024,May  8 2024,,,161
2024SP,20445,A,,,Jan 17 2024,May  9 2024,CH,205,A,Quantitative Analysis,4,7:30AM,8:45AM,Y,-,Y,-,-,,,SIMP,114,LEC,K. Strode,18,24,24,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,4,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19611,142,CH-205-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday 07:30AM - 08:45AM, Simperman Hall, Room 114",Jan 17 2024,May  8 2024,,,162
2024SP,20446,A,,,Jan 17 2024,May  9 2024,CH,205L,A,Quantitative Analysis Lab,0,8:00AM,12:00PM,-,Y,-,-,-,,,FSCT,213,LAB,K. Strode,11,12,16,,,,70,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,,NGRD,R2,0,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19612,1851,CH-205L-A,"01/17/2024-05/09/2024 Lab Tuesday 08:00AM - 12:00PM, Fortin Science Center, Room 213",Jan 23 2024,May  7 2024,,,163
2024SP,20447,A,,,Jan 17 2024,May  9 2024,CH,205L,B,Quantitative Analysis Lab,0,2:15PM,6:15PM,-,Y,-,-,-,,,FSCT,213,LAB,K. Strode,7,12,16,,,,70,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,,NGRD,R2,0,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19613,1851,CH-205L-B,"01/17/2024-05/09/2024 Lab Tuesday 02:15PM - 06:15PM, Fortin Science Center, Room 213",Jan 23 2024,May  7 2024,,,164
2024SP,20448,A,,,Jan 17 2024,May  9 2024,CH,302,A,Organic Chemistry II,3,9:00AM,9:50AM,Y,-,Y,-,Y,,,OCON,102,LEC,C. Pharr,27,27,30,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19614,102,CH-302-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 09:00AM - 09:50AM, O'Connell Hall, Room 102",Jan 17 2024,May  8 2024,,,165
2024SP,20449,A,,,Jan 17 2024,May  9 2024,CH,302,B,Organic Chemistry II,3,12:00PM,12:50PM,Y,-,Y,-,Y,,,OCON,102,LEC,D. Hitt,26,27,30,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19615,102,CH-302-B,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 12:00PM - 12:50PM, O'Connell Hall, Room 102",Jan 17 2024,May  8 2024,,,166
2024SP,20450,A,,,Jan 17 2024,May  9 2024,CH,302L,A,Organic Chemistry II Lab,1,8:30AM,12:00PM,-,Y,-,-,-,,,FSCT,212,LAB,C. Pharr,16,16,16,,,,70,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,1,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19616,1633,CH-302L-A,"01/23/2024-05/07/2024 Lab Tuesday 08:30AM - 12:00PM, Fortin Science Center, Room 212",Jan 23 2024,May  7 2024,,,167
2024SP,20451,A,,,Jan 17 2024,May  9 2024,CH,302L,B,Organic Chemistry II Lab,1,2:00PM,5:30PM,-,Y,-,-,-,,,FSCT,212,LAB,C. Pharr,18,18,16,,,,70,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,1,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19617,1633,CH-302L-B,"01/23/2024-05/07/2024 Lab Tuesday 02:00PM - 05:30PM, Fortin Science Center, Room 212",Jan 23 2024,May  7 2024,,,168
2024SP,20452,A,,,Jan 17 2024,May  9 2024,CH,302L,C,Organic Chemistry II Lab,1,8:30AM,12:00PM,-,-,-,Y,-,,,FSCT,212,LAB,D. Hitt,18,18,16,,,,70,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,1,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19618,1633,CH-302L-C,"01/18/2024-05/09/2024 Lab Thursday 08:30AM - 12:00PM, Fortin Science Center, Room 212",Jan 18 2024,May  9 2024,,,169
2024SP,20453,A,,,Jan 17 2024,May  9 2024,CH,354,A,Biochemistry II,4,9:00AM,9:50AM,Y,-,Y,-,Y,,,SIMP,331,LEC,C. Carpenter,18,24,24,,,,70,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,4,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19619,1653,CH-354-A,"01/17/2024-05/09/2024 Lecture Monday, Wednesday, Friday 09:00AM - 09:50AM, Simperman Hall, Room 331 (more)...",Jan 17 2024,May  9 2024,,,170
2024SP,20453,A,,,Jan 17 2024,May  9 2024,CH,354,A,Biochemistry II,,8:00AM,12:00PM,-,-,-,Y,-,,,FSCT,213,LAB,C. Carpenter,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19619,1653,CH-354-A,"01/17/2024-05/09/2024 Lecture Monday, Wednesday, Friday 09:00AM - 09:50AM, Simperman Hall, Room 331 (more)...",Jan 17 2024,May  9 2024,,,171
2024SP,20457,A,,,Jan 17 2024,May  9 2024,CH,392,A,Physical Chemistry,3,9:00AM,9:50AM,Y,-,Y,-,Y,,,SIMP,231,LEC,J. Rowley,3,16,18,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,,19623,150,CH-392-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 09:00AM - 09:50AM, Simperman Hall, Room 231",Jan 17 2024,May  8 2024,,,172
2024SP,20904,A,,,Jan 17 2024,May  9 2024,CH,405,A,Advanced Inorganic Chemistry,2,,,-,-,-,-,-,,,,,INDP,R. Coates,1,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,2,T,T,4,N,Y,Y,Y,,3,Y,,20032,177,CH-405-A,"01/17/2024-05/09/2024 Independent Study Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,173
2024SP,20458,A,,,Jan 17 2024,May  9 2024,CH,406,A,Advanced Organic Chemistry,3,12:00PM,12:50PM,Y,-,Y,-,Y,,,SIMP,106,LEC,C. Pharr,4,16,18,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,,19624,191,CH-406-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 12:00PM - 12:50PM, Simperman Hall, Room 106",Jan 17 2024,May  8 2024,,,174
2024SP,20454,A,,,Jan 17 2024,May  9 2024,CH,412,A,Integrated Lab II (WI) Lab,2,8:30AM,12:00PM,-,Y,-,Y,-,,,FSCT,115,LAB,"R. Coates, J. Rowley",2,10,10,,,,70,,,,,AW,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,WI,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,2,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19620,2033,CH-412-A,"01/18/2024-05/09/2024 Lab Tuesday, Thursday 08:30AM - 12:00PM, Fortin Science Center, Room 115",Jan 18 2024,May  9 2024,,,175
2024SP,20874,A,,,Jan 17 2024,May  9 2024,CH,425,A,Internship,1,,,-,-,-,-,-,,,,,INTR,K. Strode,1,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,,,+,INST,UL,,T,T,4,N,N,Y,N,,,Y,,20009,921,CH-425-A,"01/17/2024-05/09/2024 Internship Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,176
2024SP,20876,A,,,Jan 17 2024,May  9 2024,CH,425,B,Internship,1,,,-,-,-,-,-,,,,,INTR,R. Coates,1,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,,,+,INST,UL,,T,T,4,N,N,Y,N,,,Y,,20011,921,CH-425-B,"01/17/2024-05/09/2024 Internship Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,177
2024SP,20455,A,,,Jan 17 2024,May  9 2024,CH,485,A,Independent Study,1,,,-,-,-,-,-,,,,,INDP,To be Announced,0,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,UL,,T,T,4,N,Y,N,N,,,Y,2024SP,19621,922,CH-485-A,"01/17/2024-05/09/2024 Independent Study Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,178
2024SP,20456,A,,,Jan 17 2024,May  9 2024,CH,499,A,Senior Thesis,1,,,-,-,-,-,-,,,,,HON,D. Hitt,1,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,,T,T,4,N,Y,N,N,,,Y,2024SP,19622,787,CH-499-A,"01/17/2024-05/09/2024 Honors Thesis Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,179
2024SP,20501,A,,,Jan 17 2024,May  9 2024,CO,101,A,Basic Communication,3,10:00AM,10:50AM,Y,-,Y,-,Y,,,STCH,45,LEC,C. Jones,22,22,22,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OC,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,N,Y,Y,10,3,Y,2024SP,19667,377,CO-101-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 10:00AM - 10:50AM, St. Charles Hall, Room 045",Jan 17 2024,May  8 2024,,,180
2024SP,20502,A,,,Jan 17 2024,May  9 2024,CO,101,B,Basic Communication,3,11:00AM,12:15PM,-,Y,-,Y,-,,,STCH,17,HYBRD,D. Kutufam,18,22,22,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OC,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,N,Y,Y,10,3,Y,2024SP,19668,377,CO-101-B,"01/18/2024-05/09/2024 Hybrid (Remote & In-Person) Tuesday, Thursday 11:00AM - 12:15PM, St. Charles Hall, Room 017",Jan 18 2024,May  9 2024,,,181
2024SP,20503,A,,,Jan 17 2024,May  9 2024,CO,101,C,Basic Communication,3,2:15PM,3:30PM,-,Y,-,Y,-,,,STCH,18,HYBRD,D. Kutufam,8,22,22,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OC,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,N,Y,Y,10,3,Y,2024SP,19669,377,CO-101-C,"01/18/2024-05/09/2024 Hybrid (Remote & In-Person) Tuesday, Thursday 02:15PM - 03:30PM, St. Charles Hall, Room 018",Jan 18 2024,May  9 2024,,,182
2024SP,20504,A,,,Jan 17 2024,May  9 2024,CO,101,D,Basic Communication,3,11:00AM,11:50AM,Y,-,Y,-,Y,,,STCH,140,LEC,A. Hansen,24,22,22,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OC,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,N,Y,Y,10,3,Y,2024SP,19670,377,CO-101-D,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 11:00AM - 11:50AM, St. Charles Hall, Room 140",Jan 17 2024,May  8 2024,,,183
2024SP,20505,C,,,Jan 17 2024,May  9 2024,CO,101,E,Basic Communication,3,2:15PM,3:30PM,-,Y,-,Y,-,,,SIMP,114,LEC,R. Martin,0,22,22,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OC,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,N,Y,Y,10,3,Y,2024SP,19671,377,CO-101-E,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 02:15PM - 03:30PM, Simperman Hall, Room 114",Jan 18 2024,May  9 2024,,,184
